StationCode,SampleDate,CollectionTime,CollectionDepth,UnitCollectionDepth,Analyte,Unit,Result,latitude,longitude,PositionWaterColumn,Huc12_name,Huc12_number
WW-M6,6/27/2018 12:00:00 AM,12/30/1899 9:35:00 AM,0.1,m,"Turbidity, Total",NTU,2,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/11/2018 12:00:00 AM,12/30/1899 10:15:00 AM,0.1,m,Discharge,cfs,7.3,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/25/2018 12:00:00 AM,12/30/1899 8:55:00 AM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,6.16,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/6/2018 12:00:00 AM,12/30/1899 9:36:00 AM,0.1,m,"Turbidity, Total",NTU,1.2,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/13/2018 12:00:00 AM,12/30/1899 8:20:00 AM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,6.67,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/9/2018 12:00:00 AM,12/30/1899 9:00:00 AM,0.1,m,Discharge,cfs,6.1,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/25/2018 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,7.47,33.9268,-117.625,Subsurface,NA,NA
WW-M6,10/31/2017 12:00:00 AM,12/30/1899 8:30:00 AM,0.1,m,StationWaterDepth,cm,27.94,33.9268,-117.625,Subsurface,NA,NA
WW-M6,11/21/2017 12:00:00 AM,12/30/1899 7:50:00 AM,0.1,m,Temperature,Deg C,15.3,33.9268,-117.625,Subsurface,NA,NA
WW-M6,9/14/2017 12:00:00 AM,12/30/1899 12:05:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,1605,33.9268,-117.625,Subsurface,NA,NA
WW-M6,9/14/2017 12:00:00 AM,12/30/1899 12:05:00 PM,0.1,m,StationWaterDepth,cm,8.89,33.9268,-117.625,Subsurface,NA,NA
WW-M6,2/27/2018 12:00:00 AM,12/30/1899 9:00:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,468.1,33.9268,-117.625,Subsurface,NA,NA
WW-M6,3/2/2018 12:00:00 AM,12/30/1899 6:40:00 AM,0.1,m,Temperature,Deg C,15.7,33.9268,-117.625,Subsurface,NA,NA
WW-M6,3/2/2018 12:00:00 AM,12/30/1899 6:40:00 AM,0.1,m,"Turbidity, Total",NTU,4.2,33.9268,-117.625,Subsurface,NA,NA
WW-M6,9/20/2017 12:00:00 AM,12/30/1899 8:35:00 AM,0.1,m,StationWaterDepth,cm,17.78,33.9268,-117.625,Subsurface,NA,NA
WW-M6,10/31/2017 12:00:00 AM,12/30/1899 8:30:00 AM,0.1,m,"Turbidity, Total",NTU,1,33.9268,-117.625,Subsurface,NA,NA
WW-M6,8/9/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.39,33.9268,-117.625,Subsurface,NA,NA
WW-M6,8/9/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,pH,none,7.72,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/6/2017 12:00:00 AM,12/30/1899 8:20:00 AM,0.1,m,"Turbidity, Total",NTU,0.2,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/12/2017 12:00:00 AM,12/30/1899 8:40:00 AM,0.1,m,StationWaterDepth,cm,10.795,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/19/2017 12:00:00 AM,12/30/1899 8:25:00 AM,0.1,m,StationWaterDepth,cm,35.56,33.9268,-117.625,Subsurface,NA,NA
WW-M6,8/5/2017 12:00:00 AM,12/30/1899 8:06:00 AM,0.1,m,"Turbidity, Total",NTU,0.7,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/14/2017 12:00:00 AM,12/30/1899 8:52:00 AM,0.1,m,StationWaterDepth,cm,29.21,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/28/2017 12:00:00 AM,12/30/1899 8:18:00 AM,0.1,m,StationWaterDepth,cm,7.62,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/14/2017 12:00:00 AM,12/30/1899 8:52:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,1956,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/14/2017 12:00:00 AM,12/30/1899 8:52:00 AM,0.1,m,Temperature,Deg C,19.6,33.9268,-117.625,Subsurface,NA,NA
P1-2,11/19/2019 12:00:00 AM,12/30/1899 7:00:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,3911,33.6753,-117.3674,Subsurface,NA,NA
P1-2,11/6/2019 12:00:00 AM,12/30/1899 7:18:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,3936,33.6753,-117.3674,Subsurface,NA,NA
P1-2,11/13/2019 12:00:00 AM,12/30/1899 7:20:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,3882,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,5/24/2017 12:00:00 AM,12/30/1899 8:10:00 AM,0.1,m,StationWaterDepth,cm,5.08,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/31/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.6,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/24/2017 12:00:00 AM,12/30/1899 8:10:00 AM,0.1,m,pH,none,7.51,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/24/2017 12:00:00 AM,12/30/1899 8:10:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,1671,33.9268,-117.625,Subsurface,NA,NA
P1-2,8/7/2019 12:00:00 AM,12/30/1899 9:00:00 AM,0.1,m,"pH, Not Recorded",none,9.06,33.6753,-117.3674,Subsurface,NA,NA
P1-2,8/14/2019 12:00:00 AM,12/30/1899 7:00:00 AM,0.1,m,"Turbidity, Total",NTU,11.4,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/18/2019 12:00:00 AM,12/30/1899 7:15:00 AM,0.1,m,"pH, Not Recorded",none,8.79,33.6753,-117.3674,Subsurface,NA,NA
P1-2,10/30/2019 12:00:00 AM,12/30/1899 7:00:00 AM,0.1,m,"Turbidity, Total",NTU,33.3,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,12/18/2016 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"Turbidity, Total",NTU,16.5,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/24/2017 12:00:00 AM,12/30/1899 8:10:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,7.2,33.9268,-117.625,Subsurface,NA,NA
P1-2,8/28/2019 12:00:00 AM,12/30/1899 7:10:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,3757,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,12/16/2016 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,113,33.9268,-117.625,Subsurface,NA,NA
WW-M6,12/17/2016 12:00:00 AM,12/30/1899 8:40:00 AM,0.1,m,"Turbidity, Total",NTU,21.7,33.9268,-117.625,Subsurface,NA,NA
P1-2,8/21/2019 12:00:00 AM,12/30/1899 7:25:00 AM,0.1,m,"pH, Not Recorded",none,8.94,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,12/1/2016 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"Turbidity, Total",NTU,0.7,33.9268,-117.625,Subsurface,NA,NA
WW-M6,12/2/2016 12:00:00 AM,12/30/1899 9:21:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,991,33.9268,-117.625,Subsurface,NA,NA
P1-2,7/17/2019 12:00:00 AM,12/30/1899 7:35:00 AM,0.1,m,"pH, Not Recorded",none,9.13,33.6753,-117.3674,Subsurface,NA,NA
P1-2,8/9/2018 12:00:00 AM,12/30/1899 7:10:00 AM,0.1,m,"Turbidity, Total",NTU,29.9,33.6753,-117.3674,Subsurface,NA,NA
P1-5,8/7/2018 12:00:00 AM,12/30/1899 10:00:00 AM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,7.71,34.0891,-116.9247,Subsurface,NA,NA
P1-5,8/14/2018 12:00:00 AM,12/30/1899 11:35:00 AM,0.1,m,"Turbidity, Total",NTU,2.6,34.0891,-116.9247,Subsurface,NA,NA
P1-5,8/28/2018 12:00:00 AM,12/30/1899 12:15:00 PM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,189.4,34.0891,-116.9247,Subsurface,NA,NA
P1-5,9/11/2018 12:00:00 AM,12/30/1899 11:35:00 AM,0.1,m,"pH, Not Recorded",none,8.33,34.0891,-116.9247,Subsurface,NA,NA
P1-5,9/18/2018 12:00:00 AM,12/30/1899 11:45:00 AM,0.1,m,"Turbidity, Total",NTU,0.5,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/6/2018 12:00:00 AM,12/30/1899 11:00:00 AM,0.1,m,Discharge,cfs,3.8,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/6/2018 12:00:00 AM,12/30/1899 11:00:00 AM,0.1,m,"pH, Not Recorded",none,8.38,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/6/2018 12:00:00 AM,12/30/1899 11:00:00 AM,0.1,m,"Turbidity, Total",NTU,0.9,34.0891,-116.9247,Subsurface,NA,NA
P1-2,8/2/2018 12:00:00 AM,12/30/1899 7:00:00 AM,0.1,m,Temperature,Deg C,27.7,33.6753,-117.3674,Subsurface,NA,NA
P1-2,8/2/2018 12:00:00 AM,12/30/1899 7:00:00 AM,0.1,m,"Turbidity, Total",NTU,25.2,33.6753,-117.3674,Subsurface,NA,NA
P1-5,6/26/2018 12:00:00 AM,12/30/1899 11:45:00 AM,0.1,m,"pH, Not Recorded",none,9.03,34.0891,-116.9247,Subsurface,NA,NA
P1-5,7/2/2018 12:00:00 AM,12/30/1899 11:30:00 AM,0.1,m,Discharge,cfs,3.16,34.0891,-116.9247,Subsurface,NA,NA
P1-2,7/10/2018 12:00:00 AM,12/30/1899 7:20:00 AM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,6.96,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/10/2018 12:00:00 AM,12/30/1899 7:20:00 AM,0.1,m,"Turbidity, Total",NTU,30.9,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/21/2018 12:00:00 AM,12/30/1899 6:00:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,4816,33.6753,-117.3674,Subsurface,NA,NA
P1-5,6/5/2018 12:00:00 AM,12/30/1899 12:41:00 PM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,7.58,34.0891,-116.9247,Subsurface,NA,NA
P1-5,6/19/2018 12:00:00 AM,12/30/1899 10:05:00 AM,0.1,m,"Turbidity, Total",NTU,0.5,34.0891,-116.9247,Subsurface,NA,NA
P1-5,5/15/2018 12:00:00 AM,12/30/1899 10:30:00 AM,0.1,m,"Turbidity, Total",NTU,2.2,34.0891,-116.9247,Subsurface,NA,NA
P1-5,5/25/2018 12:00:00 AM,12/30/1899 11:30:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,187.9,34.0891,-116.9247,Subsurface,NA,NA
P1-5,5/15/2018 12:00:00 AM,12/30/1899 10:30:00 AM,0.1,m,Discharge,cfs,4.14,34.0891,-116.9247,Subsurface,NA,NA
P1-5,5/15/2018 12:00:00 AM,12/30/1899 10:30:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,183.2,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/14/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,StationWaterDepth,cm,8.89,34.0891,-116.9247,Subsurface,NA,NA
P1-5,12/1/2017 12:00:00 AM,12/30/1899 10:20:00 AM,0.1,m,"Turbidity, Total",NTU,0.5,34.0891,-116.9247,Subsurface,NA,NA
P1-2,6/21/2018 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"pH, Not Recorded",none,8.48,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/6/2018 12:00:00 AM,12/30/1899 8:25:00 AM,0.1,m,"pH, Not Recorded",none,8.57,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/14/2018 12:00:00 AM,12/30/1899 6:45:00 AM,0.1,m,"Turbidity, Total",NTU,47.7,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/7/2018 12:00:00 AM,12/30/1899 8:25:00 AM,0.1,m,"Oxygen, Dissolved, Not Recorded",mg/L,7.03,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/14/2018 12:00:00 AM,12/30/1899 6:45:00 AM,0.1,m,"SpecificConductivity, Not Recorded",uS/cm,4647,33.6753,-117.3674,Subsurface,NA,NA
P1-5,9/15/2017 12:00:00 AM,12/30/1899 10:50:00 AM,0.1,m,"Turbidity, Total",NTU,0,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/1/2017 12:00:00 AM,12/30/1899 10:45:00 AM,0.1,m,Temperature,Deg C,10.6,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/14/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,StationWaterDepth,cm,21.59,34.0891,-116.9247,Subsurface,NA,NA
P1-5,11/14/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,Temperature,Deg C,11.5,34.0891,-116.9247,Subsurface,NA,NA
P1-2,5/17/2018 12:00:00 AM,12/30/1899 7:00:00 AM,0.1,m,"pH, Not Recorded",none,8.92,33.6753,-117.3674,Subsurface,NA,NA
P1-2,5/24/2018 12:00:00 AM,12/30/1899 10:10:00 AM,0.1,m,"pH, Not Recorded",none,9.13,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/20/2017 12:00:00 AM,12/30/1899 8:40:00 AM,0.1,m,pH,none,9.01,33.6753,-117.3674,Subsurface,NA,NA
P1-5,8/15/2017 12:00:00 AM,12/30/1899 8:57:00 AM,0.1,m,pH,none,8.77,34.0891,-116.9247,Subsurface,NA,NA
P1-5,8/22/2017 12:00:00 AM,12/30/1899 12:00:00 PM,0.1,m,Temperature,Deg C,18.8,34.0891,-116.9247,Subsurface,NA,NA
P1-2,9/7/2017 12:00:00 AM,12/30/1899 7:15:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,4.12,33.6753,-117.3674,Subsurface,NA,NA
P1-5,7/29/2017 12:00:00 AM,12/30/1899 11:00:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,197.8,34.0891,-116.9247,Subsurface,NA,NA
P1-5,8/8/2017 12:00:00 AM,12/30/1899 11:04:00 AM,0.1,m,Temperature,Deg C,16.7,34.0891,-116.9247,Subsurface,NA,NA
P1-2,8/24/2017 12:00:00 AM,12/30/1899 7:05:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,4027,33.6753,-117.3674,Subsurface,NA,NA
P1-5,7/18/2017 12:00:00 AM,12/30/1899 11:40:00 AM,0.1,m,StationWaterDepth,cm,22.225,34.0891,-116.9247,Subsurface,NA,NA
P1-5,7/18/2017 12:00:00 AM,12/30/1899 11:40:00 AM,0.1,m,Temperature,Deg C,20.4,34.0891,-116.9247,Subsurface,NA,NA
P1-5,7/29/2017 12:00:00 AM,12/30/1899 11:00:00 AM,0.1,m,pH,none,8.2,34.0891,-116.9247,Subsurface,NA,NA
P1-5,7/11/2017 12:00:00 AM,12/30/1899 11:30:00 AM,0.1,m,StationWaterDepth,cm,23.495,34.0891,-116.9247,Subsurface,NA,NA
P1-2,7/13/2017 12:00:00 AM,12/30/1899 7:05:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,4.85,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/13/2017 12:00:00 AM,12/30/1899 7:05:00 AM,0.1,m,pH,none,8.8,33.6753,-117.3674,Subsurface,NA,NA
P1-5,7/11/2017 12:00:00 AM,12/30/1899 11:30:00 AM,0.1,m,StationWaterDepth,cm,9.525,34.0891,-116.9247,Subsurface,NA,NA
P1-2,5/25/2016 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Turbidity, Total",NTU,42.12,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/2/2016 12:00:00 AM,12/30/1899 7:13:00 AM,0.1,m,pH,none,8.81,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/9/2016 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,5015,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/14/2016 12:00:00 AM,12/30/1899 9:30:00 AM,0.1,m,Temperature,Deg C,28.1,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/30/2016 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,7.46,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/30/2016 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"Turbidity, Total",NTU,40.2,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/22/2017 12:00:00 AM,12/30/1899 9:10:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,9.9,33.6753,-117.3674,Subsurface,NA,NA
P1-5,6/27/2017 12:00:00 AM,12/30/1899 10:55:00 AM,0.1,m,pH,none,8.09,34.0891,-116.9247,Subsurface,NA,NA
P1-5,6/20/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,8.14,34.0891,-116.9247,Subsurface,NA,NA
P1-5,6/20/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,Temperature,Deg C,16.6,34.0891,-116.9247,Subsurface,NA,NA
P1-5,6/6/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,pH,none,8.11,34.0891,-116.9247,Subsurface,NA,NA
P1-5,6/6/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,StationWaterDepth,cm,13.97,34.0891,-116.9247,Subsurface,NA,NA
P1-5,6/13/2017 12:00:00 AM,12/30/1899 11:36:00 AM,0.1,m,StationWaterDepth,cm,22.86,34.0891,-116.9247,Subsurface,NA,NA
P1-2,5/12/2017 12:00:00 AM,12/30/1899 7:45:00 AM,0.1,m,Temperature,Deg C,21.3,33.6753,-117.3674,Subsurface,NA,NA
P1-2,5/12/2017 12:00:00 AM,12/30/1899 7:45:00 AM,0.1,m,"Turbidity, Total",NTU,27.2,33.6753,-117.3674,Subsurface,NA,NA
P1-5,5/23/2017 12:00:00 AM,12/30/1899 11:11:00 AM,0.1,m,StationWaterDepth,cm,17.78,34.0891,-116.9247,Subsurface,NA,NA
P1-2,12/2/2016 12:00:00 AM,12/30/1899 7:16:00 AM,0.1,m,pH,none,8.87,33.6753,-117.3674,Subsurface,NA,NA
P1-2,12/2/2016 12:00:00 AM,12/30/1899 7:16:00 AM,0.1,m,"Turbidity, Total",NTU,39.5,33.6753,-117.3674,Subsurface,NA,NA
P1-5,5/23/2017 12:00:00 AM,12/30/1899 11:11:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,194.3,34.0891,-116.9247,Subsurface,NA,NA
P1-2,12/1/2016 12:00:00 AM,12/30/1899 7:20:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,13.23,33.6753,-117.3674,Subsurface,NA,NA
P1-2,12/1/2016 12:00:00 AM,12/30/1899 7:20:00 AM,0.1,m,pH,none,8.95,33.6753,-117.3674,Subsurface,NA,NA
P1-2,12/2/2016 12:00:00 AM,12/30/1899 7:16:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,14.19,33.6753,-117.3674,Subsurface,NA,NA
P1-2,11/4/2016 12:00:00 AM,12/30/1899 7:45:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,10.48,33.6753,-117.3674,Subsurface,NA,NA
P1-2,11/4/2016 12:00:00 AM,12/30/1899 7:45:00 AM,0.1,m,"Turbidity, Total",NTU,26.2,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/22/2016 12:00:00 AM,12/30/1899 8:50:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,6087,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/15/2016 12:00:00 AM,12/30/1899 9:14:00 AM,0.1,m,Temperature,Deg C,22.4,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/22/2016 12:00:00 AM,12/30/1899 8:50:00 AM,0.1,m,pH,none,9.38,33.6753,-117.3674,Subsurface,NA,NA
P1-5,5/10/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,Temperature,Deg C,9.9,34.0891,-116.9247,Subsurface,NA,NA
P1-5,5/10/2017 12:00:00 AM,12/30/1899 11:10:00 AM,0.1,m,"Turbidity, Total",NTU,0.9,34.0891,-116.9247,Subsurface,NA,NA
P1-2,9/8/2016 12:00:00 AM,12/30/1899 7:45:00 AM,0.1,m,Temperature,Deg C,22.6,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/15/2016 12:00:00 AM,12/30/1899 9:14:00 AM,0.1,m,pH,none,9.17,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/1/2016 12:00:00 AM,12/30/1899 8:05:00 AM,0.1,m,Temperature,Deg C,26.1,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/28/2016 12:00:00 AM,12/30/1899 8:48:00 AM,0.1,m,Temperature,Deg C,27.6,33.6753,-117.3674,Subsurface,NA,NA
P1-2,8/11/2016 12:00:00 AM,12/30/1899 7:50:00 AM,0.1,m,pH,none,9.24,33.6753,-117.3674,Subsurface,NA,NA
P1-2,7/28/2016 12:00:00 AM,12/30/1899 8:48:00 AM,0.1,m,pH,none,8.98,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,7/13/2016 12:00:00 AM,12/30/1899 8:40:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,5.96,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/20/2016 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,7.18,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/20/2016 12:00:00 AM,12/30/1899 8:15:00 AM,0.1,m,"Turbidity, Total",NTU,0.4,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/27/2016 12:00:00 AM,12/30/1899 8:34:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,5.66,33.9268,-117.625,Subsurface,NA,NA
P1-2,9/1/2016 12:00:00 AM,12/30/1899 8:05:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,5945,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,8/10/2016 12:00:00 AM,12/30/1899 8:30:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.56,33.9268,-117.625,Subsurface,NA,NA
WW-M6,8/24/2016 12:00:00 AM,12/30/1899 9:31:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,1332,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/22/2016 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Turbidity, Total",NTU,0.3,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/6/2016 12:00:00 AM,12/30/1899 9:55:00 AM,0.1,m,pH,none,7.84,33.9268,-117.625,Subsurface,NA,NA
WW-M6,12/16/2016 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,9.86,33.9268,-117.625,Subsurface,NA,NA
WW-M6,12/16/2016 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Turbidity, Total",NTU,106.8,33.9268,-117.625,Subsurface,NA,NA
WW-M6,8/31/2016 12:00:00 AM,12/30/1899 8:55:00 AM,0.1,m,"Turbidity, Total",NTU,0.2,33.9268,-117.625,Subsurface,NA,NA
WW-M6,9/14/2016 12:00:00 AM,12/30/1899 8:38:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,10.18,33.9268,-117.625,Subsurface,NA,NA
WW-M6,9/14/2016 12:00:00 AM,12/30/1899 8:38:00 AM,0.1,m,Temperature,Deg C,18.7,33.9268,-117.625,Subsurface,NA,NA
WW-M6,9/21/2016 12:00:00 AM,12/30/1899 8:25:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.11,33.9268,-117.625,Subsurface,NA,NA
WW-M6,11/3/2016 12:00:00 AM,12/30/1899 9:00:00 AM,0.1,m,Temperature,Deg C,17.5,33.9268,-117.625,Subsurface,NA,NA
WW-M6,12/2/2016 12:00:00 AM,12/30/1899 9:21:00 AM,0.1,m,"Turbidity, Total",NTU,2.7,33.9268,-117.625,Subsurface,NA,NA
P1-2,5/19/2016 12:00:00 AM,12/30/1899 7:41:00 AM,0.1,m,"Turbidity, Total",NTU,28.78,33.6753,-117.3674,Subsurface,NA,NA
P1-2,9/15/2016 12:00:00 AM,12/30/1899 9:14:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,11.01,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,7/12/2017 12:00:00 AM,12/30/1899 8:40:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.06,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/29/2017 12:00:00 AM,12/30/1899 8:29:00 AM,0.1,m,StationWaterDepth,cm,16.51,33.9268,-117.625,Subsurface,NA,NA
WW-M6,7/29/2017 12:00:00 AM,12/30/1899 8:29:00 AM,0.1,m,StationWaterDepth,cm,14.605,33.9268,-117.625,Subsurface,NA,NA
WW-M6,8/9/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,1637,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/21/2017 12:00:00 AM,12/30/1899 9:30:00 AM,0.1,m,"Turbidity, Total",NTU,0,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/28/2017 12:00:00 AM,12/30/1899 8:18:00 AM,0.1,m,StationWaterDepth,cm,12.7,33.9268,-117.625,Subsurface,NA,NA
P1-2,8/18/2016 12:00:00 AM,12/30/1899 7:40:00 AM,0.1,m,"Turbidity, Total",NTU,311.1,33.6753,-117.3674,Subsurface,NA,NA
P1-2,8/25/2016 12:00:00 AM,12/30/1899 8:23:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,12.42,33.6753,-117.3674,Subsurface,NA,NA
P1-2,5/25/2017 12:00:00 AM,12/30/1899 7:26:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,3679,33.6753,-117.3674,Subsurface,NA,NA
P1-2,6/1/2017 12:00:00 AM,12/30/1899 7:25:00 AM,0.1,m,Temperature,Deg C,22.7,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,6/7/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,StationWaterDepth,cm,11.43,33.9268,-117.625,Subsurface,NA,NA
WW-M6,6/21/2017 12:00:00 AM,12/30/1899 9:30:00 AM,0.1,m,StationWaterDepth,cm,16.51,33.9268,-117.625,Subsurface,NA,NA
P1-2,5/19/2017 12:00:00 AM,12/30/1899 7:30:00 AM,0.1,m,pH,none,8.8,33.6753,-117.3674,Subsurface,NA,NA
WW-M6,5/31/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,1851,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/31/2017 12:00:00 AM,12/30/1899 8:00:00 AM,0.1,m,StationWaterDepth,cm,20.32,33.9268,-117.625,Subsurface,NA,NA
WW-M6,5/19/2017 12:00:00 AM,12/30/1899 9:25:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.81,33.9268,-117.625,Subsurface,NA,NA
